From	To	Species	Gene Name
1435110_at	Q3UH38	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q3U4F2	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q9D398	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q8K1S3	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q3TCV5	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q3TYW6	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q80Y85	Mus musculus	unc-5 homolog B (C. elegans)
1435110_at	Q6PFH0	Mus musculus	unc-5 homolog B (C. elegans)
1452662_a_at	Q6ZWX6	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1452662_a_at	Q3TIQ0	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1452662_a_at	Q9CV24	Mus musculus	similar to Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 alpha subunit) (eIF-2-alpha) (EIF-2alpha) (EIF-2A); eukaryotic translation initiation factor 2, subunit 1 alpha; predicted gene 7459
1450475_at	Q9QWH3	Mus musculus	distal-less homeobox 3
1450475_at	Q78ZZ8	Mus musculus	distal-less homeobox 3
1450475_at	Q64205	Mus musculus	distal-less homeobox 3
1429574_at	Q9D7P7	Mus musculus	chloride intracellular channel 3
1429574_at	A2AJ28	Mus musculus	chloride intracellular channel 3
1429574_at	Q6P912	Mus musculus	chloride intracellular channel 3
1429574_at	A2AJ27	Mus musculus	chloride intracellular channel 3
1451531_at	Q8K399	Mus musculus	COBW domain containing 1
1451531_at	Q8VEH6	Mus musculus	COBW domain containing 1
1451531_at	Q7TSA8	Mus musculus	COBW domain containing 1
1451531_at	Q3V2Y3	Mus musculus	COBW domain containing 1
1452298_a_at	Q811F6	Mus musculus	myosin VB
1452298_a_at	Q148A3	Mus musculus	myosin VB
1452298_a_at	Q69ZR6	Mus musculus	myosin VB
1452298_a_at	Q91X59	Mus musculus	myosin VB
1452298_a_at	Q6PER8	Mus musculus	myosin VB
1452298_a_at	P21271	Mus musculus	myosin VB
1450735_at	Q9CPS7	Mus musculus	partner of NOB1 homolog (S. cerevisiae)
1449937_at	Q01084	Mus musculus	placental protein 11 related
1449937_at	Q3V188	Mus musculus	placental protein 11 related
1454639_x_at	P28751	Mus musculus	ribosomal protein L41; predicted gene 3699
1454639_x_at	A6H625	Mus musculus	ribosomal protein L41; predicted gene 3699
1454639_x_at	P62947	Mus musculus	ribosomal protein L41; predicted gene 3699
1454639_x_at	Q3UCJ7	Mus musculus	ribosomal protein L41; predicted gene 3699
1450532_at	Q9D7M7	Mus musculus	RIKEN cDNA 2310002J15 gene
1450532_at	Q9D1E4	Mus musculus	RIKEN cDNA 2310002J15 gene
1460185_at	B2RTF5	Mus musculus	keratin 83; hypothetical protein LOC100044179
1460185_at	Q6IMF0	Mus musculus	keratin 83; hypothetical protein LOC100044179
1449855_s_at	Q8BWQ9	Mus musculus	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
1449855_s_at	Q9EQX7	Mus musculus	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
1449855_s_at	Q9JKB1	Mus musculus	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
1452257_at	Q8R0C8	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q80XN0	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q8BK53	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q3UJS9	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	A1E283	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1452257_at	Q3UL45	Mus musculus	3-hydroxybutyrate dehydrogenase, type 1
1454240_at	Q3UUW2	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q9D3M5	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q3UZC1	Mus musculus	nuclear factor, erythroid derived 2, like 3
1454240_at	Q9D246	Mus musculus	nuclear factor, erythroid derived 2, like 3
